Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Blank_20ng_3-18-2026_Slot2-04_21527.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Crop_100ng_3-18-2026_Slot2-01_21523.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Hind_100ng_3-18-2026_Slot2-03_21525.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Mid_100ng_3-18-2026_Slot2-02_21524.d
A0A7M7L971	A0A7M7L971_APIME	LOC413063	Protein ECT2 isoform X1		10544		10255.1
A0A7M7L974	A0A7M7L974_APIME	LOC408863	J domain-containing protein isoform X1		156001	144360	30408.8
A0A7M7L979	A0A7M7L979_APIME	LOC408850	Pre-mRNA-processing factor 39		40518.6	57463.3	41408
A0A7M7L987	A0A7M7L987_APIME	Eif4g	Eukaryotic translation initiation factor 4 gamma isoform X1		119103	128869	26293.9
A0A7M7L992	A0A7M7L992_APIME	LOC100577764	small monomeric GTPase		77532.3	70978.2	47336.6
A0A7M7L9A9	A0A7M7L9A9_APIME	LOC550824	Nucleosome assembly protein 1-like 1 isoform X1		90217.9	76736.4	58503.4
A0A7M7L9B1	A0A7M7L9B1_APIME	LOC413071	Diacylglycerol kinase		141605	57738.4	
A0A7M7L9B2	A0A7M7L9B2_APIME	LOC100576895	Fatty acyl-CoA reductase			17374.9	8098.31
A0A7M7L9C2	A0A7M7L9C2_APIME	LOC724620	LEM domain-containing protein 2		150836	147254	90864.2
A0A7M7L9D1	A0A7M7L9D1_APIME	LOC409425	protein-glutamine gamma-glutamyltransferase	150637	305550	332892	96844.7
A0A7M7L9E6	A0A7M7L9E6_APIME	LOC551566	Uncharacterized protein LOC551566		169289	125783	24695.1
A0A7M7L9F3	A0A7M7L9F3_APIME	Nipped-B	Nipped-B protein		24766.8	15355.1	6351.54
A0A7M7LI86	A0A7M7LI86_APIME	724126	Uncharacterized protein LOC724126			9054.38	196572
A0A7M7LI93	A0A7M7LI93_APIME	LOC724367	Protein lethal(2)essential for life		1.07597e+06	180694	90301.1
A0A7M7LIA0	A0A7M7LIA0_APIME	LOC724361	GPI inositol-deacylase		3917.34	9107.69	19262.3
A0A7M7LIA3	A0A7M7LIA3_APIME	LOC725646	N-acetylneuraminate lyase			9227.58	39588.7
A0A7M7LIA5	A0A7M7LIA5_APIME	724440	Calcium-transporting ATPase			54557.8	91743.4
A0A7M7LIA9	A0A7M7LIA9_APIME	724536	Uncharacterized protein LOC724536		45522.1	73597	1.58889e+06
A0A7M7LIB7	A0A7M7LIB7_APIME	724720	Vacuolar protein sorting-associated protein 37B				13656.3
A0A7M7LIE8	A0A7M7LIE8_APIME	725686	CDC42 small effector protein homolog		17918.7	23844.9	12714.3
A0A7M7LIF2	A0A7M7LIF2_APIME	LOC725832	Beta-1,3-glucan-binding protein 1		59604	14015.3	22131.4
A0A7M7LIF5	A0A7M7LIF5_APIME	725947	U6 snRNA-associated Sm-like protein LSm6		32873.7	54769.9	31630.8
A0A7M7LIF8	A0A7M7LIF8_APIME	726040	4-coumarate--CoA ligase 1 isoform X1		157447	365039	161879
A0A7M7LIG6	A0A7M7LIG6_APIME	LOC726305	RING-type E3 ubiquitin transferase		3062.77	3206.99	1221.07
A0A7M7LIG8	A0A7M7LIG8_APIME	726373	Protein-lysine N-methyltransferase SMYD4		10059.2	9390.56	11331.3
A0A7M7LIH2	A0A7M7LIH2_APIME	726495	Protein D2		104844	15989.1	
A0A7M7LIJ1	A0A7M7LIJ1_APIME	727263	Chromobox protein homolog 5		349294	332029	105261
A0A7M7LIJ4	A0A7M7LIJ4_APIME	727447	Nuclear pore complex protein Nup153		47222	44216.9	
A0A7M7LK28	A0A7M7LK28_APIME	100576457	Probable ribosome biogenesis protein RLP24		3710.17	10311.8	2014.44
A0A7M7LK41	A0A7M7LK41_APIME	LOC100577098	Enolase-phosphatase E1 isoform X1			32084.4	
A0A7M7LK56	A0A7M7LK56_APIME	552121	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 isoform X1		102430	26921.4	17498.3
A0A7M7LK79	A0A7M7LK79_APIME	552682	ATP synthase F(1) complex subunit delta, mitochondrial		70643.4	51937.4	118011
A0A7M7LK80	A0A7M7LK80_APIME	LOC100576945	Uncharacterized protein LOC100576945		16011.6	30396.6	112198
A0A7M7LK88	A0A7M7LK88_APIME	725797	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3		47312.8	234948	303442
A0A7M7LK91	A0A7M7LK91_APIME	551125	40S ribosomal protein S15Aa		469207	281652	564556
A0A7M7LKA0	A0A7M7LKA0_APIME	408908	Anoctamin				19060.6
A0A7M7LKB0	A0A7M7LKB0_APIME	551960	Eukaryotic translation initiation factor 3 subunit K		51289.4	40598.3	63005.9
A0A7M7LKB3	A0A7M7LKB3_APIME	725031	Elongation of very long chain fatty acids protein		10548.8	11070.9	11877.8
A0A7M7LKB4	A0A7M7LKB4_APIME	100576951	Uncharacterized protein LOC100576951				7624
A0A7M7LKC2	A0A7M7LKC2_APIME	LOC724115	Phospholipase DDHD1 isoform X1		6539.06		27924.8
A0A7M7LKD2	A0A7M7LKD2_APIME	LOC724486	N-terminal methionine N(alpha)-acetyltransferase NatE		12637.9	15379.5	18465.5
A0A7M7LKD3	A0A7M7LKD3_APIME	LOC724873	Ras-related protein Rab-7a	66679.7	91405.8	70386.8	44488.3
A0A7M7LKD7	A0A7M7LKD7_APIME	724327	Uncharacterized protein LOC724327 isoform X1		49091.2	69472.5	105846
A0A7M7LKF0	A0A7M7LKF0_APIME	LOC725273	Uncharacterized protein LOC725273 isoform X1		153359		
A0A7M7LKF5	A0A7M7LKF5_APIME	725719	DNA-directed RNA polymerase subunit beta		5501.8	7200.08	11179.8
A0A7M7LKG6	A0A7M7LKG6_APIME	LOC726323	Uncharacterized protein LOC726323 isoform X1		110438	85461.4	77842.8
A0A7M7LKI7	A0A7M7LKI7_APIME	LOC725028	F-box only protein 6			7793.06	11995.4
A0A7M7LKI9	A0A7M7LKI9_APIME	LOC725061	Uncharacterized protein LOC725061		122806	88677.3	24617
A0A7M7LKJ3	A0A7M7LKJ3_APIME	725158	Peptidoglycan-recognition protein		5708.25		44277.2
A0A7M7LKK0	A0A7M7LKK0_APIME	725291	Small ribosomal subunit protein bS16m		27962.8	69426	64382.9
A0A7M7LKK4	A0A7M7LKK4_APIME	LOC725396	THO complex subunit 4	372893	276655	309647	34257.3
A0A7M7LKM1	A0A7M7LKM1_APIME	LOC725823	Uncharacterized protein LOC725823			47466.8	
A0A7M7LKM7	A0A7M7LKM7_APIME	725930	Retinol dehydrogenase 12		48338.7	144430	53493.7
A0A7M7LKM9	A0A7M7LKM9_APIME	LOC725980	28S ribosomal protein S36, mitochondrial		137371	271721	41946.6
A0A7M7LKP2	A0A7M7LKP2_APIME	726303	N-acetyltransferase family 8 member 3				12138
A0A7M7LKP5	A0A7M7LKP5_APIME	726338	Nuclear pore complex protein Nup88		7353.16	7614.84	
A0A7M7LKQ1	A0A7M7LKQ1_APIME	LOC726481	Inositol-1-monophosphatase			14993.6	84581
A0A7M7LKQ6	A0A7M7LKQ6_APIME	726595	Exocyst complex component 2		33464.3	30762	30837.4
A0A7M7LKR3	A0A7M7LKR3_APIME	726746	HIG1 domain family member 2A, mitochondrial		43348	117650	71389.4
A0A7M7LKR5	A0A7M7LKR5_APIME	726790	Uncharacterized protein LOC726790 isoform X1		8470.03	3182.96	
A0A7M7LKR7	A0A7M7LKR7_APIME	726840	BET1 homolog		29357.9	44221.8	50087.7
A0A7M7LKS3	A0A7M7LKS3_APIME	727014	Large ribosomal subunit protein mL40		24537.1	45257.5	28606.3
A0A7M7LKT0	A0A7M7LKT0_APIME	727261	Protein odr-4 homolog		26495.1	39387.4	40382.2
A0A7M7LKT5	A0A7M7LKT5_APIME	727423	Uncharacterized protein LOC727423		15039.9	15625.7	
A0A7M7LKT7	A0A7M7LKT7_APIME	727568	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1		33400.2	55625.2	284760
A0A7M7LLR8	A0A7M7LLR8_APIME	409411	Transmembrane protein 41B isoform X1		13684.2	29072	66270.1
A0A7M7LLS1	A0A7M7LLS1_APIME	409286	Stress-activated protein kinase JNK		4445.07	5615.08	6104.29
A0A7M7LLV0	A0A7M7LLV0_APIME	LOC551005	Phosphotransferase		75097	37076.4	150311
A0A7M7LLY4	A0A7M7LLY4_APIME	551768	Endoplasmic reticulum transmembrane protein		137924	104462	95636.9
A0A7M7LM05	A0A7M7LM05_APIME	LOC102656183	Histidine triad nucleotide-binding protein 1		321590	356461	194121
A0A7M7LM19	A0A7M7LM19_APIME	102654271	Transcriptional regulator ATRX homolog		13326.9	218674	295193
A0A7M7LM34	A0A7M7LM34_APIME	LOC410058	Myosin light chain alkali	2.29449e+06	3.92057e+06	9.86224e+06	1.48426e+06
A0A7M7LM36	A0A7M7LM36_APIME	411841	Synembryn		18611.9	17497.7	25159
A0A7M7LM38	A0A7M7LM38_APIME	551809	Elongator complex protein 1		10175.2	7852.41	13459.7
A0A7M7LM74	A0A7M7LM74_APIME	LOC408409	UPF0430 protein CG31712 isoform X1		7777.97	6266.72	
A0A7M7LM82	A0A7M7LM82_APIME	102654371	Pro-resilin-like	9.00587e+06	1.22944e+07	564902	160552
A0A7M7LM91	A0A7M7LM91_APIME	552400	Aftiphilin isoform X1		13050.2	10521.8	
A0A7M7LMA2	A0A7M7LMA2_APIME	727480	CDK5 regulatory subunit-associated protein 3		12739.8	15335.8	18960.8
A0A7M7LMB0	A0A7M7LMB0_APIME	410965	RUS1 family protein C16orf58 homolog		13030.6	16057.3	41729
A0A7M7LMC1	A0A7M7LMC1_APIME	LOC408624	UHRF1-binding protein 1 isoform X1		34481.5	51377.6	55861.7
A0A7M7LME1	A0A7M7LME1_APIME	409849	Fasciclin-2 isoform X1	492312	307818	641275	1.90925e+06
A0A7M7LME3	A0A7M7LME3_APIME	724263	Large ribosomal subunit protein mL51		14686.2	44024.2	33653.9
A0A7M7LME6	A0A7M7LME6_APIME	LOC410480	Trichohyalin isoform X1		583950	270650	95824
A0A7M7LME8	A0A7M7LME8_APIME	724121	Uncharacterized protein LOC724121 isoform X1		67842.4	60169.7	12904.5
A0A7M7LMF0	A0A7M7LMF0_APIME	552361	Congested-like trachea protein isoform X1		53469	170601	358873
A0A7M7LMG7	A0A7M7LMG7_APIME	LOC412851	Lysophospholipase D GDPD1-like isoform X1		6556.83	24080.9	42436
A0A7M7LMH4	A0A7M7LMH4_APIME	102656291	Vacuolar ATPase assembly protein VMA22		40702.3	14825.9	3623.6
A0A7M7LMH6	A0A7M7LMH6_APIME	LOC408817	Alanine--glyoxylate aminotransferase 2-like			11251	25985.2
A0A7M7LMI3	A0A7M7LMI3_APIME	LOC726494	hydroxymethylglutaryl-CoA lyase		58408.1	94224.3	45269.2
A0A7M7LMJ1	A0A7M7LMJ1_APIME	409915	RNA-binding protein 26		26678.6	30640.1	7791.58
A0A7M7LMJ3	A0A7M7LMJ3_APIME	LOC413958	Apoptosis-inducing factor 3 isoform X1		17934.5	42440.8	72453.5
A0A7M7LMJ6	A0A7M7LMJ6_APIME	LOC726584	Syntaxin-1A				12644.9
A0A7M7LML1	A0A7M7LML1_APIME	LOC725211	Spliceosome-associated protein CWC27 homolog		7241.26	7080.04	8383.61
A0A7M7LMM1	A0A7M7LMM1_APIME	LOC411355	von Willebrand factor A domain-containing protein 8		20314.9	45378.9	75037.7
A0A7M7LMN6	A0A7M7LMN6_APIME	LOC411248	Uncharacterized protein LOC411248 isoform X1	463421	13648.1	952546	
A0A7M7LMQ6	A0A7M7LMQ6_APIME	413821	Histone deacetylase complex subunit SAP130-A		18063.8	15557	14592.1
A0A7M7LMQ9	A0A7M7LMQ9_APIME	102656074	Reticulon-like protein		672660	993480	775700
A0A7M7LMR3	A0A7M7LMR3_APIME	726030	Transmembrane protein 214-A		129642	135012	241766
A0A7M7LMR5	A0A7M7LMR5_APIME	411335	Transmembrane protein 199		75495.1	43989	21843.7
A0A7M7LMT7	A0A7M7LMT7_APIME	408830	Obscurin isoform X1	564776	2.63205e+06	955291	245861
A0A7M7LMT9	A0A7M7LMT9_APIME	724868	Small ribosomal subunit protein uS17	230246	486327	262496	294352
A0A7M7LMV1	A0A7M7LMV1_APIME	408453	Cytochrome P450 9e2		369226	164016	173892
A0A7M7LMV6	A0A7M7LMV6_APIME	LOC412602	Polyadenylate-binding protein	162315	227402	265769	108551
A0A7M7LMV8	A0A7M7LMV8_APIME	413749	Serine protease inhibitor 88Ea isoform X1		212998	137093	63689.4
A0A7M7LMW4	A0A7M7LMW4_APIME	LOC724517	La-related protein 1		16123.5	16875	10441.7
A0A7M7LMX9	A0A7M7LMX9_APIME	413117	Proton-coupled amino acid transporter-like protein pathetic			2118.78	35140.8
A0A7M7LMY1	A0A7M7LMY1_APIME	LOC552077	ER membrane protein complex subunit 1		22975.8	48917.7	172373
A0A7M7LMZ3	A0A7M7LMZ3_APIME	725453	Guanine nucleotide-binding protein subunit gamma		20425.5	263381	24853.3
A0A7M7LMZ7	A0A7M7LMZ7_APIME	551153	exodeoxyribonuclease III		21308.6	19439.5	11412
A0A7M7LN00	A0A7M7LN00_APIME	LOC410128	26S proteasome non-ATPase regulatory subunit 9		14853.9	20833.4	24982.6
A0A7M7LN02	A0A7M7LN02_APIME	100578560	28S ribosomal protein S18c, mitochondrial		29691.9	40241.9	90174.4
A0A7M7LN03	A0A7M7LN03_APIME	100576193	Keratinocyte proline-rich protein isoform X1		130014	421037	867905
A0A7M7LN09	A0A7M7LN09_APIME	410502	Transformation/transcription domain-associated protein		5616.56	4801.51	5016.3
A0A7M7LN16	A0A7M7LN16_APIME	LOC725595	Spermatogenesis-defective protein 39 homolog		2309.01	1538.71	1613.82
A0A7M7LN18	A0A7M7LN18_APIME	LOC726941	ATP-binding cassette sub-family A member 2 isoform X1		1052.02	4087.05	4713.83
A0A7M7LN20	A0A7M7LN20_APIME	411619	Double-strand-break repair protein rad21 homolog		13730.5	7596.33	13156.3
A0A7M7LN23	A0A7M7LN23_APIME	100577491	Survival motor neuron protein		17868.4	22653.9	2241.61
A0A7M7LN24	A0A7M7LN24_APIME	102653588	Cleavage and polyadenylation specificity factor 73		4189.02	2430.52	10002.6
A0A7M7LN27	A0A7M7LN27_APIME	725880	Sm protein F		6838.44	7329.02	15886.7
A0A7M7LN32	A0A7M7LN32_APIME	LOC414022	Ankyrin repeat domain-containing protein 12 isoform X1		11669.2	9324.85	
A0A7M7LN34	A0A7M7LN34_APIME	LOC408740	Phosphatase and actin regulator 4 isoform X1		10353.7	9661.17	8779.91
A0A7M7LN36	A0A7M7LN36_APIME	LOC411600	PAX-interacting protein 1		20227.6	21839	10111.9
A0A7M7LN37	A0A7M7LN37_APIME	LOC100577014	Uncharacterized protein LOC100577014		31910.3	41909.4	64298.1
A0A7M7LN38	A0A7M7LN38_APIME	LOC727596	Malectin		23928.9	21541.6	49011.5
A0A7M7LN43	A0A7M7LN43_APIME	LOC100578201	tRNA (uracil(54)-C(5))-methyltransferase		8168.88	7284.85	4491.84
A0A7M7LN45	A0A7M7LN45_APIME	552850	Catenin alpha isoform X1		26684.8	64099.7	61012.4
A0A7M7LN55	A0A7M7LN55_APIME	LOC725115	Poly(U)-binding-splicing factor half pint isoform X1		22824.2	27136.2	7799
A0A7M7LN61	A0A7M7LN61_APIME	LOC100576484	Caspase-1 isoform X1				36222.1
A0A7M7LN66	A0A7M7LN66_APIME	413926	Sentrin-specific protease 1		20262.8	24725.8	3414.97
A0A7M7LN78	A0A7M7LN78_APIME	409264	ATPase ASNA1 homolog		118168	158857	216488
A0A7M7LN80	A0A7M7LN80_APIME	551745	Integrator complex subunit 10			4472.96	
A0A7M7LN81	A0A7M7LN81_APIME	LOC724494	Peptide-methionine (R)-S-oxide reductase		46745.1	114827	46364.6
A0A7M7LN89	A0A7M7LN89_APIME	725352	U6 snRNA-associated Sm-like protein LSm7		30062.9	36140.2	10545.2
A0A7M7LN91	A0A7M7LN91_APIME	LOC100577636	Zwei Ig domain protein zig-8		5060.09	11399	1902.32
A0A7M7LN92	A0A7M7LN92_APIME	LOC413674	Protein BCCIP homolog		19284.7	8149.67	17212.2
A0A7M7LN93	A0A7M7LN93_APIME	724832	Innexin		24445.9	121100	290789
A0A7M7LN97	A0A7M7LN97_APIME	100578586	Mediator of RNA polymerase II transcription subunit 15		13314.8		
A0A7M7LNH4	A0A7M7LNH4_APIME	726255	Complex I intermediate-associated protein 30, mitochondrial			6995.43	15515
A0A7M7LNK3	A0A7M7LNK3_APIME	408438	Insulin receptor substrate 1		8421.88	8148.56	6449.77
A0A7M7LNL1	A0A7M7LNL1_APIME	412460	cystathionine gamma-lyase		16509.2	23111.2	75478.7
A0A7M7LNL6	A0A7M7LNL6_APIME	413296	Small ribosomal subunit protein eS1		564890	398773	605164
A0A7M7LNM5	A0A7M7LNM5_APIME	727612	PITH domain-containing protein GA19395				2521.69
A0A7M7LNM9	A0A7M7LNM9_APIME	LOC100577669	Uncharacterized protein LOC100577669 isoform X1		22477.9	201783	
A0A7M7LNP2	A0A7M7LNP2_APIME	LOC551180	Aminopeptidase	549399	94281.1	237032	3.75161e+06
A0A7M7LNQ6	A0A7M7LNQ6_APIME	724294	Uncharacterized protein LOC724294			12446	18825.1
A0A7M7LNR9	A0A7M7LNR9_APIME	408478	Facilitated trehalose transporter Tret1		46957.7	100765	183395
A0A7M7LNT2	A0A7M7LNT2_APIME	LOC412976	Brachyury protein			10355.8	
A0A7M7LNT8	A0A7M7LNT8_APIME	LOC726272	RANBP2-like and GRIP domain-containing protein 5/6 isoform X1		60215.9	57703.7	29675
A0A7M7LNV0	A0A7M7LNV0_APIME	LOC726321	Uncharacterized protein LOC726321		23294.5	9346.35	
A0A7M7LNW1	A0A7M7LNW1_APIME	LOC412277	mRNA cap guanine-N(7) methyltransferase		5925.62	6595.11	
A0A7M7LNW5	A0A7M7LNW5_APIME	410341	Pseudouridylate synthase RPUSD2		16017.9	16871.9	34023.6
A0A7M7LNW8	A0A7M7LNW8_APIME	LOC100578716	Protein singed wings 2 isoform X1			70079.4	136268
A0A7M7LNX2	A0A7M7LNX2_APIME	LOC552303	RNA-binding protein cabeza isoform X1		208371	153051	20353.5
A0A7M7LNX9	A0A7M7LNX9_APIME	413457	Zinc finger FYVE domain-containing protein 16 isoform X1			9693.92	16379.4
A0A7M7LNZ0	A0A7M7LNZ0_APIME	LOC552700	Cullin-3		20791.7	24320.5	37724.9
A0A7M7LNZ2	A0A7M7LNZ2_APIME	LOC409634	Uncharacterized protein LOC409634 isoform X1		13469.1	15632.9	
A0A7M7LNZ6	A0A7M7LNZ6_APIME	LOC725984	Uncharacterized protein LOC725984			8583.07	71160.7
A0A7M7LP01	A0A7M7LP01_APIME	LOC409942	Interference hedgehog		23393.4	11343.9	
A0A7M7LP23	A0A7M7LP23_APIME	LOC413423	Hemicentin-2 isoform X1		17139.6	9974.08	11091.6
A0A7M7LP27	A0A7M7LP27_APIME	LOC409788	SAFB-like transcription modulator		70578.2	96795	16291.1
A0A7M7LP47	A0A7M7LP47_APIME	411490	beta-N-acetylhexosaminidase		18197.1	27101.9	59527.5
A0A7M7LP62	A0A7M7LP62_APIME	412286	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial		23451.7	46903.7	97192.1
A0A7M7LP68	A0A7M7LP68_APIME	LOC411631	Liprin-beta-1 isoform X1		8792.66	9605.62	6206.75
A0A7M7LP75	A0A7M7LP75_APIME	LOC411756	Bromodomain adjacent to zinc finger domain protein 1A		3847.57	4339.38	1752.34
A0A7M7LP80	A0A7M7LP80_APIME	LOC412002	E3 ubiquitin-protein ligase		4509.7	3442.15	5269
A0A7M7LPA3	A0A7M7LPA3_APIME	551045	poly(A)-specific ribonuclease		12451	12746.7	7717.66
A0A7M7LPB1	A0A7M7LPB1_APIME	LOC550970	Lysophosphatidylcholine acyltransferase isoform X1		34854.2	12355.3	
A0A7M7LPB3	A0A7M7LPB3_APIME	724672	non-specific serine/threonine protein kinase		40628.2	23151	17937.6
A0A7M7LPD4	A0A7M7LPD4_APIME	408592	Uncharacterized protein LOC408592 isoform X1			25947.4	147960
A0A7M7LPE4	A0A7M7LPE4_APIME	413207	Na(+)/H(+) exchange regulatory cofactor NHE-RF1		114058	132084	93799.6
A0A7M7LPF2	A0A7M7LPF2_APIME	411764	Bestrophin homolog		15476.2	52943.4	11963.3
A0A7M7LPG2	A0A7M7LPG2_APIME	LOC100576118	Uncharacterized protein LOC100576118		10449.6	16474.2	
A0A7M7LPI2	A0A7M7LPI2_APIME	LOC413441	DnaJ homolog subfamily C member 3		40874.2	20320.4	70130.6
A0A7M7LPI8	A0A7M7LPI8_APIME	410072	26S proteasome non-ATPase regulatory subunit 14		562549	503970	380403
A0A7M7LPJ7	A0A7M7LPJ7_APIME	414051	ATP-binding cassette sub-family G member 1		24252.2	37050.1	27405.3
A0A7M7LPK4	A0A7M7LPK4_APIME	LOC411696	GDP-mannose 4,6-dehydratase		6476.38	10123.5	14965.8
A0A7M7LPL9	A0A7M7LPL9_APIME	552094	Transcriptional repressor p66-beta isoform X1		32841.5	33090.6	2539.04
A0A7M7LPP6	A0A7M7LPP6_APIME	412544	Protein dopey-1 homolog isoform X1			2260.54	9629.27
A0A7M7LPS5	A0A7M7LPS5_APIME	409728	40S ribosomal protein S5		376710	359430	269399
A0A7M7LPU2	A0A7M7LPU2_APIME	550886	Atlastin		238169	151879	77060.1
A0A7M7LPU6	A0A7M7LPU6_APIME	LOC102654281	Uncharacterized protein LOC102654281 isoform X1		14197.2	3265.59	
A0A7M7LPU7	A0A7M7LPU7_APIME	408876	MOB kinase activator-like 2 isoform X1		27902.2	39471.3	12825.6
A0A7M7LPV3	A0A7M7LPV3_APIME	Tret1	Facilitated trehalose transporter Tret1 isoform X1		10464.3	77017.2	388165
A0A7M7LPV9	A0A7M7LPV9_APIME	411141	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial isoform X1		41313.8	79112.5	116745
A0A7M7LPW0	A0A7M7LPW0_APIME	LOC100577693	Uncharacterized protein LOC100577693				44210.2
A0A7M7LPW2	A0A7M7LPW2_APIME	LOC413311	Lipid droplet-associated hydrolase		4272.7		32197.7
A0A7M7LPW6	A0A7M7LPW6_APIME	552221	F-BAR domain only protein 2 isoform X1		313691	51058.2	
A0A7M7LPX7	A0A7M7LPX7_APIME	LOC413512	Coiled-coil and C2 domain-containing protein 1-like isoform X1		68931.2	52639.6	22069.7
A0A7M7LQ06	A0A7M7LQ06_APIME	408402	Acetyl-coenzyme A transporter 1			11839.8	99881.3
A0A7M7LQ36	A0A7M7LQ36_APIME	LOC412263	Endoplasmic reticulum aminopeptidase 1 isoform X1		11937.2	12350.4	16068.3
A0A7M7LQ41	A0A7M7LQ41_APIME	LOC412045	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2		63182.1	186219	583641
A0A7M7LQ45	A0A7M7LQ45_APIME	LOC100577638	Uncharacterized protein LOC100577638 isoform X1		16959.2	62449.3	
A0A7M7LQ65	A0A7M7LQ65_APIME	LOC411535	Rho GTPase-activating protein 44 isoform X1		20302.4	18750.6	9912.06
A0A7M7LQ69	A0A7M7LQ69_APIME	412396	Cytochrome c oxidase subunit 4	2.37249e+06	3.13177e+06	4.48733e+06	2.28936e+06
A0A7M7LQ76	A0A7M7LQ76_APIME	413334	Mitogen-activated protein kinase kinase kinase kinase		2726.29	3316.7	
A0A7M7LQ78	A0A7M7LQ78_APIME	410149	Carboxypeptidase Q		398371	92011.9	545939
A0A7M7LQ83	A0A7M7LQ83_APIME	413894	Yellow-e3 isoform X1		753683	15335.5	9923.45
A0A7M7LQA9	A0A7M7LQA9_APIME	rpl19	Ribosomal protein L19		381106	335183	404550
A0A7M7LQD2	A0A7M7LQD2_APIME	724519	Vacuolar protein sorting-associated protein 72 homolog		9828.21	9343.79	
A0A7M7LQE1	A0A7M7LQE1_APIME	LOC552279	Sodium-independent sulfate anion transporter isoform X1				47262.3
A0A7M7LQE6	A0A7M7LQE6_APIME	726617	39S ribosomal protein L48, mitochondrial		8601.41	12358.6	9353.51
A0A7M7LQE8	A0A7M7LQE8_APIME	LOC102654108	Uncharacterized protein LOC102654108		22467.4	26780.2	28234
A0A7M7LQF8	A0A7M7LQF8_APIME	724128	Actin-related protein 2/3 complex subunit 5	114462	109278	127634	88174.3
A0A7M7LQH7	A0A7M7LQH7_APIME	LOC411347	Peripheral plasma membrane protein CASK isoform X3		15135.7	26936.7	21105.1
A0A7M7LQI1	A0A7M7LQI1_APIME	408548	MICOS complex subunit MIC60	312179	182998	688066	917149
A0A7M7LQJ1	A0A7M7LQJ1_APIME	102653759	Zinc finger CCHC domain-containing protein 4		11039.7	5618.97	20346.5
A0A7M7LQJ3	A0A7M7LQJ3_APIME	LOC409847	15-hydroxyprostaglandin dehydrogenase [NAD(+)]		34232.6	30163.1	18320.4
A0A7M7LQK3	A0A7M7LQK3_APIME	409577	non-specific serine/threonine protein kinase		29942.2	19981.4	25928.4
A0A7M7LQM9	A0A7M7LQM9_APIME	411048	Sestrin-1 isoform X1		18321.2	17817	7192.86
A0A7M7LQS4	A0A7M7LQS4_APIME	LOC552020	Neuromodulin isoform X1		472688	383888	75803.3
A0A7M7LQV7	A0A7M7LQV7_APIME	LOC552433	Mitochondrial potassium channel ATP-binding subunit			18417.2	21453.9
A0A7M7LQW1	A0A7M7LQW1_APIME	LOC411371	Microtubule-associated protein RP/EB family member 1 isoform X1		70043.8	47888.7	31546.1
A0A7M7LQX3	A0A7M7LQX3_APIME	LOC100578091	Uncharacterized protein LOC100578091			12998.4	
A0A7M7LQY8	A0A7M7LQY8_APIME	412511	Importin subunit alpha		135726	113171	50195.4
A0A7M7LR53	A0A7M7LR53_APIME	408811	Transmembrane and coiled-coil domains protein 2 isoform X1		8435.89	6573.33	
A0A7M7LR57	A0A7M7LR57_APIME	551812	tRNA-5-taurinomethyluridine 2-sulfurtransferase		11010.9	19481	22363.3
A0A7M7LR68	A0A7M7LR68_APIME	409427	Lipid droplet-regulating VLDL assembly factor AUP1		10022.6	25799.3	32584.7
A0A7M7LR70	A0A7M7LR70_APIME	LOC412607	Uncharacterized protein LOC412607 isoform X1		211209	178213	18240.8
A0A7M7LR84	A0A7M7LR84_APIME	LOC494509	Protein Malvolio isoform X1		21421	37964.9	75705.6
A0A7M7LR86	A0A7M7LR86_APIME	725055	gamma-glutamylcyclotransferase		7504.06	22421.8	61613.4
A0A7M7LR88	A0A7M7LR88_APIME	LOC411714	Uncharacterized protein C05D11.1 isoform X1		44605.3	49059.8	52277
A0A7M7LRA0	A0A7M7LRA0_APIME	412285	Transporter			28961.1	
A0A7M7LRB6	A0A7M7LRB6_APIME	413636	Exportin-7 isoform X1		22055.3	36978.7	35915.3
A0A7M7LRC9	A0A7M7LRC9_APIME	LOC410585	DE-cadherin isoform X1		77625.7	94005.2	192216
A0A7M7LRE6	A0A7M7LRE6_APIME	413006	Leucine-rich repeat flightless-interacting protein 2 isoform X1		33755.4	27026.9	16696
A0A7M7LRI7	A0A7M7LRI7_APIME	725171	Uncharacterized protein LOC725171		27608.8	90811.8	127114
A0A7M7LRJ2	A0A7M7LRJ2_APIME	LOC412799	Moesin/ezrin/radixin homolog 1	326705	301240	339893	394867
A0A7M7LRM9	A0A7M7LRM9_APIME	408968	Holocytochrome c-type synthase		19532.6	14452.8	43238
