Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Blank_20ng_3-18-2026_Slot2-04_21527.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Crop_100ng_3-18-2026_Slot2-01_21523.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Hind_100ng_3-18-2026_Slot2-03_21525.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Mid_100ng_3-18-2026_Slot2-02_21524.d
A0A7M7R916	A0A7M7R916_APIME	551098	Uncharacterized protein LOC551098		27152.7	26507	45728
A0A7M7R918	A0A7M7R918_APIME	LOC408706	Heat shock 70 kDa protein 4 isoform X1		561624	602648	329198
A0A7M7R923	A0A7M7R923_APIME	552705	Protein jagunal		11289.6	26188.7	28914.1
A0A7M7R926	A0A7M7R926_APIME	LOC413390	ATP-binding cassette sub-family F member 1		71842.5	59133.5	31261.2
A0A7M7R927	A0A7M7R927_APIME	552639	Acylphosphatase		40430.1	36220.5	11487.2
A0A7M7R928	A0A7M7R928_APIME	LOC411362	ubiquitinyl hydrolase 1		10913.2	7877.71	6044.6
A0A7M7R931	A0A7M7R931_APIME	552263	Ubiquitin thioesterase OTU		24388.1	20017.3	17589
A0A7M7R934	A0A7M7R934_APIME	413279	palmitoyl-protein hydrolase				29915.2
A0A7M7R935	A0A7M7R935_APIME	LOC550901	Protein phosphatase methylesterase 1		29917.6	36471	28033.4
A0A7M7R936	A0A7M7R936_APIME	413915	Golgi SNAP receptor complex member 1		21672.8	47278.4	6875.42
A0A7M7R939	A0A7M7R939_APIME	552659	Optic atrophy 3 protein homolog		72939.1	80096.9	116498
A0A7M7R940	A0A7M7R940_APIME	412710	Trafficking protein particle complex subunit		101494	67088.4	153218
A0A7M7R943	A0A7M7R943_APIME	550804	transketolase	733777	694378	950256	672639
A0A7M7R947	A0A7M7R947_APIME	413344	Exportin-5			7450.86	
A0A7M7R949	A0A7M7R949_APIME	412750	DNA topoisomerase I		16539.3	10058.4	16014.7
A0A7M7R951	A0A7M7R951_APIME	552316	GMP reductase		142426	183215	157882
A0A7M7R959	A0A7M7R959_APIME	LOC412784	Mitochondrial intermediate peptidase		18922.3	21699.3	19065.2
A0A7M7R961	A0A7M7R961_APIME	552715	U5 small nuclear ribonucleoprotein 40 kDa protein		29684.8	52516.6	36943.6
A0A7M7R962	A0A7M7R962_APIME	552331	Protein rogdi		13488.5	18684.4	37311.3
A0A7M7R964	A0A7M7R964_APIME	551240	Uncharacterized protein LOC551240 isoform X1		7019.57	10346.2	17510.5
A0A7M7R968	A0A7M7R968_APIME	551041	Probable glycerol kinase		34901.2	73180.2	96790.1
A0A7M7R969	A0A7M7R969_APIME	LOC408568	peptidylamidoglycolate lyase		12325.9	21250.3	26207.6
A0A7M7R975	A0A7M7R975_APIME	LOC552824	Actin-like protein 6B		18729.3	18968.8	8544.94
A0A7M7R983	A0A7M7R983_APIME	LOC412914	Uncharacterized protein LOC412914 isoform X1		49891.6	24481.1	29403
A0A7M7R985	A0A7M7R985_APIME	413489	Deoxyribonuclease-2-alpha		24916.1	33391.3	
A0A7M7R987	A0A7M7R987_APIME	551107	Large ribosomal subunit protein uL6		1.16307e+06	543106	1.08956e+06
A0A7M7R990	A0A7M7R990_APIME	LOC550667	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	391177	228164	865783	744413
A0A7M7R993	A0A7M7R993_APIME	552440	Histone chaperone asf1		44119.2	33401	62050.8
A0A7M7R996	A0A7M7R996_APIME	413523	Pre-mRNA-processing factor 17		8180.17	9529.4	6994.74
A0A7M7R997	A0A7M7R997_APIME	551331	Splicing factor 3B subunit 1 isoform X1		39348.2	42996.1	36089.6
A0A7M7R998	A0A7M7R998_APIME	LOC552779	Ubiquitin-conjugating enzyme E2 G2		44727.3	42210.3	40378.6
A0A7M7R9A0	A0A7M7R9A0_APIME	550698	Cyclin-Y		12895.2	19658.9	16442.3
A0A7M7R9A2	A0A7M7R9A2_APIME	412997	DDB1- and CUL4-associated factor 10		14565.4	15601.7	
A0A7M7R9A6	A0A7M7R9A6_APIME	552458	DNA-directed RNA polymerase II subunit RPB3		4705.91	6978.84	12021.3
A0A7M7R9A8	A0A7M7R9A8_APIME	LOC552803	Adenosine 5'-monophosphoramidase HINT3		10173.3	5997.51	14835.4
A0A7M7R9A9	A0A7M7R9A9_APIME	410889	Peroxisomal membrane protein 11B		3728.22	8843.39	30954.1
A0A7M7R9B0	A0A7M7R9B0_APIME	551185	GTP-binding protein 1		12958.7	4801.55	
A0A7M7R9B8	A0A7M7R9B8_APIME	411765	Rab GDP dissociation inhibitor		79280.6	90886.1	124335
A0A7M7R9C2	A0A7M7R9C2_APIME	LOC413091	Serrate RNA effector molecule homolog		45091.8	39530.8	59118.9
A0A7M7R9C5	A0A7M7R9C5_APIME	551418	Large ribosomal subunit protein uL13		753072	434631	695209
A0A7M7R9C8	A0A7M7R9C8_APIME	409762	Sarcoplasmic calcium-binding protein 1		15892.7		
A0A7M7R9D5	A0A7M7R9D5_APIME	LOC551445	Heparin sulfate O-sulfotransferase		767.006		30010.6
A0A7M7R9D6	A0A7M7R9D6_APIME	552539	Density-regulated protein		53206	42499.3	22251.3
A0A7M7R9D8	A0A7M7R9D8_APIME	411815	WW domain-containing oxidoreductase		6876.27	7841.74	12185.1
A0A7M7R9E0	A0A7M7R9E0_APIME	LOC409495	Lysosome-associated membrane glycoprotein 5		210602	160797	104944
A0A7M7R9E1	A0A7M7R9E1_APIME	413697	Triokinase/FMN cyclase		20332.5	25073.8	42676.1
A0A7M7R9E4	A0A7M7R9E4_APIME	552567	RNA helicase		16647.4	24703.2	21202.9
A0A7M7R9E6	A0A7M7R9E6_APIME	551488	Uncharacterized protein LOC551488			8578.99	2595.61
A0A7M7R9E7	A0A7M7R9E7_APIME	410729	Serine protease K12H4.7				19425.9
A0A7M7R9E8	A0A7M7R9E8_APIME	LOC550785	Fructose-bisphosphate aldolase	1.14741e+06	3.13467e+06	2.45228e+06	924024
A0A7M7R9F0	A0A7M7R9F0_APIME	411856	U3 small nucleolar ribonucleoprotein protein IMP4		525.505	1398.64	6352.48
A0A7M7R9F4	A0A7M7R9F4_APIME	552600	GILT-like protein 1		65234.8	23496.9	108725
A0A7M7R9F8	A0A7M7R9F8_APIME	551314	Heparan-alpha-glucosaminide N-acetyltransferase isoform X1		2153.6	7300.98	8552.36
A0A7M7R9G4	A0A7M7R9G4_APIME	552621	RNA polymerase II-associated factor 1 homolog		33740.8	30799.8	43194.1
A0A7M7R9G7	A0A7M7R9G7_APIME	413253	Ubiquitin-conjugating enzyme E2 J2		31151.9	53464.3	13948
A0A7M7R9G9	A0A7M7R9G9_APIME	411916	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial		92371.2	52305.5	
A0A7M7R9H2	A0A7M7R9H2_APIME	552649	Elongation factor 1-beta'		512562	303724	211446
A0A7M7R9H6	A0A7M7R9H6_APIME	413834	protein kinase C		13914.4	31137.7	33801.2
A0A7M7R9H7	A0A7M7R9H7_APIME	551563	Cullin-5		8205.7	8931.77	16016.1
A0A7M7R9H9	A0A7M7R9H9_APIME	411953	Protein Peter pan		10492	6191.53	9333.01
A0A7M7R9I4	A0A7M7R9I4_APIME	LOC551372	Uncharacterized protein LOC551372			161065	10175.1
A0A7M7R9I7	A0A7M7R9I7_APIME	413881	AP-3 complex subunit sigma-2 isoform X1		16872.8	13752.1	10717.4
A0A7M7R9J5	A0A7M7R9J5_APIME	LOC413929	hypoxia-inducible factor-proline dioxygenase		16137.7	11934.9	
A0A7M7R9J7	A0A7M7R9J7_APIME	LOC551618	acid phosphatase		9401.34	20761.1	31644.5
A0A7M7R9K0	A0A7M7R9K0_APIME	412064	Probable U2 small nuclear ribonucleoprotein A'		65140.9	81265.8	16037.8
A0A7M7R9K2	A0A7M7R9K2_APIME	552722	Glyoxalase domain-containing protein 4		78210.1	71659.5	191842
A0A7M7R9K7	A0A7M7R9K7_APIME	412097	AP-3 complex subunit delta		14653.7	17560.9	18968.4
A0A7M7R9K8	A0A7M7R9K8_APIME	551427	Erlin-1		44171.1	56404.2	86114.7
A0A7M7R9K9	A0A7M7R9K9_APIME	LOC413980	CD109 antigen		308336	203607	59477.3
A0A7M7R9L0	A0A7M7R9L0_APIME	551654	Uncharacterized protein C45G9.7		12516	13500.9	7855.12
A0A7M7R9L1	A0A7M7R9L1_APIME	LOC552740	S-methyl-5'-thioadenosine phosphorylase		45281.8	98092.6	241352
A0A7M7R9M0	A0A7M7R9M0_APIME	412681	Dipeptidyl peptidase 9				4799.26
A0A7M7R9M2	A0A7M7R9M2_APIME	551682	Coiled-coil domain-containing protein 6		29716.2	29443.6	16109.8
A0A7M7R9M6	A0A7M7R9M6_APIME	413462	non-specific serine/threonine protein kinase		6636.46	9550.33	10176.4
A0A7M7R9N2	A0A7M7R9N2_APIME	552786	Charged multivesicular body protein 2a		34184.4	56706.9	71584.2
A0A7M7R9P1	A0A7M7R9P1_APIME	552807	Probable prefoldin subunit 6		81234.1	107470	43940.2
A0A7M7R9P2	A0A7M7R9P2_APIME	412209	Probable cytochrome P450 6a17		103554	71697.7	131814
A0A7M7R9P3	A0A7M7R9P3_APIME	LOC409796	Eukaryotic translation initiation factor 3 subunit J		237192	151924	105820
A0A7M7R9P7	A0A7M7R9P7_APIME	551517	Beta-TrCP isoform X1		2730.8	15374.3	20868.1
A0A7M7R9P8	A0A7M7R9P8_APIME	551250	Microsomal triglyceride transfer protein large subunit		51648.5	52476	133685
A0A7M7R9P9	A0A7M7R9P9_APIME	LOC413529	Something about silencing protein 10		8089.53	14568.1	
A0A7M7R9Q0	A0A7M7R9Q0_APIME	412262	Protein hook		34077.3	33955.2	
A0A7M7R9Q1	A0A7M7R9Q1_APIME	551757	Cytochrome b-c1 complex subunit 7	804086	246426	652914	565601
A0A7M7R9Q3	A0A7M7R9Q3_APIME	409263	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1				67932.4
A0A7M7R9Q7	A0A7M7R9Q7_APIME	LOC551540	Replication factor C subunit 2		9592.78	5632.29	6448.84
A0A7M7R9Q8	A0A7M7R9Q8_APIME	551275	T-complex protein 1 subunit delta		141066	101741	139517
A0A7M7R9R0	A0A7M7R9R0_APIME	LOC551787	HMG box transcription factor BBX isoform X1		7560.6	15946.7	12321.3
A0A7M7R9R4	A0A7M7R9R4_APIME	550914	DNA ligase 1		61661.9	73263.6	22168.9
A0A7M7R9R8	A0A7M7R9R8_APIME	551305	Protein CLP1 homolog			23385.2	16840.2
A0A7M7R9S1	A0A7M7R9S1_APIME	412328	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial		683625	1.17158e+06	553910
A0A7M7R9S3	A0A7M7R9S3_APIME	551602	Ras GTPase-activating protein-binding protein 2		169463	191888	56008.6
A0A7M7R9S6	A0A7M7R9S6_APIME	LOC552006	Uncharacterized protein DDB_G0287625		126936	87402.4	3925.87
A0A7M7R9S8	A0A7M7R9S8_APIME	LOC551844	Stromal cell-derived factor 2-like protein 1		41407.8	33402.5	212813
A0A7M7R9T5	A0A7M7R9T5_APIME	551629	Isoleucine--tRNA ligase, cytoplasmic		114145	142412	125131
A0A7M7R9U0	A0A7M7R9U0_APIME	551867	Small ribosomal subunit protein uS15		326495	309238	199907
A0A7M7R9U3	A0A7M7R9U3_APIME	LOC412409	Mitochondrial import inner membrane translocase subunit TIM44		87581.3	94955.4	128235
A0A7M7R9V0	A0A7M7R9V0_APIME	550875	Endothelial differentiation-related factor 1 homolog isoform X1		142790	125792	85297.1
A0A7M7R9V1	A0A7M7R9V1_APIME	413742	Signal transducer and activator of transcription		83208.8	69827.3	32470.2
A0A7M7R9V4	A0A7M7R9V4_APIME	412449	Caltractin		33333.3	29457.2	
A0A7M7R9W2	A0A7M7R9W2_APIME	413796	Methionine--tRNA ligase, cytoplasmic		104434	59620.7	69608.1
A0A7M7R9W3	A0A7M7R9W3_APIME	LOC551425	protein O-GlcNAc transferase		38277.6	50266.6	12721
A0A7M7R9W5	A0A7M7R9W5_APIME	LOC550903	Probable arginine--tRNA ligase, cytoplasmic		116721	127707	146288
A0A7M7R9W6	A0A7M7R9W6_APIME	551718	Ubiquitin-like protein 4A		127680	73335.8	60180.5
A0A7M7R9X1	A0A7M7R9X1_APIME	551954	26S proteasome non-ATPase regulatory subunit 10		100034	71590.4	48416.9
A0A7M7R9Y3	A0A7M7R9Y3_APIME	551009	Sugar phosphate phosphatase		37175.9	37682.6	45799.9
A0A7M7R9Y4	A0A7M7R9Y4_APIME	551493	Pre-mRNA-processing factor 6		54424.1	55258.8	33557.5
A0A7M7R9Y8	A0A7M7R9Y8_APIME	LOC552000	Enoyl-CoA delta isomerase 1, mitochondrial		128500	122004	103624
A0A7M7R9Y9	A0A7M7R9Y9_APIME	LOC413933	8-oxo-dGDP phosphatase NUDT18		17167.2	18828	14543
A0A7M7R9Z3	A0A7M7R9Z3_APIME	551771	Methionine aminopeptidase 2		85515.4	67159.1	78400.7
A0A7M7RA00	A0A7M7RA00_APIME	LOC412611	Prenylcysteine oxidase 1		9381.26	22234.4	79601.6
A0A7M7RA01	A0A7M7RA01_APIME	LOC413989	Large ribosomal subunit protein mL46		23635.4	37663.3	64343.7
A0A7M7RA04	A0A7M7RA04_APIME	551794	Transmembrane protein 50A			14741.1	50405.4
A0A7M7RA10	A0A7M7RA10_APIME	LOC414039	Small nuclear ribonucleoprotein Sm D2		18257.3	19985.9	43002.4
A0A7M7RA11	A0A7M7RA11_APIME	412662	Programmed cell death 6-interacting protein isoform X1		359101	266117	198235
A0A7M7RA15	A0A7M7RA15_APIME	551114	Methyltransferase-like protein 9		11170.9		10245.2
A0A7M7RA17	A0A7M7RA17_APIME	552085	Developmentally-regulated GTP-binding protein 2 isoform X1		18619.8	17166.1	13222.1
A0A7M7RA20	A0A7M7RA20_APIME	408807	IRP30		12782.8	12623.2	8798.18
A0A7M7RA22	A0A7M7RA22_APIME	412708	Calcyclin-binding protein		29203.5	27597.5	43393.3
A0A7M7RA26	A0A7M7RA26_APIME	551154	Glucose-6-phosphate isomerase		528156	442161	338156
A0A7M7RA29	A0A7M7RA29_APIME	552105	Adrenodoxin-like protein, mitochondrial		21983.4	20068	23977.4
A0A7M7RA30	A0A7M7RA30_APIME	550651	40S ribosomal protein S4	468694	647629	683331	487079
A0A7M7RA46	A0A7M7RA46_APIME	LOC552154	Uncharacterized protein LOC552154	282024	2.16587e+06	476735	63673.2
A0A7M7RA47	A0A7M7RA47_APIME	551888	WASH complex subunit 4		21213.7	16381.7	21144.8
A0A7M7RA52	A0A7M7RA52_APIME	551660	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial		173760	401581	387433
A0A7M7RA53	A0A7M7RA53_APIME	552183	Phosphatidylinositol transfer protein alpha isoform		49358.9	51829.7	134112
A0A7M7RA58	A0A7M7RA58_APIME	551217	Copper transport protein				16085.9
A0A7M7RA59	A0A7M7RA59_APIME	552211	Protein THEM6		57723.1	254297	81891.5
A0A7M7RA61	A0A7M7RA61_APIME	LOC411697	Short-chain specific acyl-CoA dehydrogenase, mitochondrial		93085.4	143444	151166
A0A7M7RA62	A0A7M7RA62_APIME	LOC551686	Apoptosis inhibitor 5		73334.2	50701.7	32529.5
A0A7M7RA66	A0A7M7RA66_APIME	LOC412829	Arylsulfatase B isoform X1		8693.69		
A0A7M7RA69	A0A7M7RA69_APIME	552246	Transmembrane protein 43 homolog isoform X1		9801.41	10171.4	17714.4
A0A7M7RA70	A0A7M7RA70_APIME	551710	Electron transfer flavoprotein subunit alpha	479294	460630	435794	500536
A0A7M7RA71	A0A7M7RA71_APIME	550685	Striatin-3 isoform X1		66246.4	41292.2	45801.2
A0A7M7RA77	A0A7M7RA77_APIME	550881	Mediator of RNA polymerase II transcription subunit 8		14922.2	31071.3	
A0A7M7RA80	A0A7M7RA80_APIME	LOC412859	Hemicentin-2 isoform X1		16564.3	13945.6	
A0A7M7RA85	A0A7M7RA85_APIME	LOC551737	Synapsin		34102.5	4411.34	
A0A7M7RA87	A0A7M7RA87_APIME	LOC550915	Sidoreflexin		13349.9	127024	167184
A0A7M7RA90	A0A7M7RA90_APIME	LOC551761	Alpha-tocopherol transfer protein-like		62283.2	78927.6	
A0A7M7RA95	A0A7M7RA95_APIME	551282	Ribokinase			9335.77	28704.4
A0A7M7RA96	A0A7M7RA96_APIME	412913	Golgi SNAP receptor complex member 2		14665.8	13710.6	
A0A7M7RA97	A0A7M7RA97_APIME	LOC550968	Heat shock protein 75 kDa, mitochondrial		39941.3	63183.1	117494
A0A7M7RAA8	A0A7M7RAA8_APIME	LOC551827	CD2 antigen cytoplasmic tail-binding protein 2 homolog		23678.2	27441.4	
A0A7M7RAB1	A0A7M7RAB1_APIME	551321	Large ribosomal subunit protein mL44		36859.2	43951.8	49667.5
A0A7M7RAB4	A0A7M7RAB4_APIME	552392	Serine palmitoyltransferase 1				22273.9
A0A7M7RAB7	A0A7M7RAB7_APIME	LOC551846	Membralin isoform X1		22887	27538.8	10234.3
A0A7M7RAC1	A0A7M7RAC1_APIME	551350	Myotrophin		135951	110293	55205.6
A0A7M7RAC3	A0A7M7RAC3_APIME	LOC552429	Peroxiredoxin-5	547230	653642	756693	365589
A0A7M7RAC7	A0A7M7RAC7_APIME	551090	Conserved oligomeric Golgi complex subunit 8		26376.2	28952.6	33375.6
A0A7M7RAD4	A0A7M7RAD4_APIME	552448	ADP-ribosylation factor-like protein 8B-A		43271.8	41456.1	103658
A0A7M7RAD7	A0A7M7RAD7_APIME	551119	Pyridoxal phosphate homeostasis protein		25823.1	38028.2	52155.8
A0A7M7RAE3	A0A7M7RAE3_APIME	552476	V-type proton ATPase subunit F		238240	1.76566e+06	689025
A0A7M7RAE9	A0A7M7RAE9_APIME	551158	28S ribosomal protein S17, mitochondrial		24747.9	49435.7	47882.3
A0A7M7RAF1	A0A7M7RAF1_APIME	LOC552064	AP-3 complex subunit beta		14575.9	14981.2	13445.3
A0A7M7RAG4	A0A7M7RAG4_APIME	LOC552527	Cell division cycle 5-like protein		43628.7	47728.9	23654
A0A7M7RAH0	A0A7M7RAH0_APIME	552009	MICOS complex subunit	347558	248406	466918	287965
A0A7M7RAH1	A0A7M7RAH1_APIME	413176	Zinc finger CCHC domain-containing protein 7		6727.44	7623	
A0A7M7RAH5	A0A7M7RAH5_APIME	551466	CAAX prenyl protease		68463.3	125402	398018
A0A7M7RAH7	A0A7M7RAH7_APIME	552559	Small nuclear ribonucleoprotein Sm D1		14685	50632.6	36057.5
A0A7M7RAI5	A0A7M7RAI5_APIME	LOC551290	Cathepsin O				14766.6
A0A7M7RAJ3	A0A7M7RAJ3_APIME	551324	Transmembrane protein 19			7248.6	39956.5
A0A7M7RAJ9	A0A7M7RAJ9_APIME	552088	Abscission/NoCut checkpoint regulator		2720.61	4669.45	
A0A7M7RAK4	A0A7M7RAK4_APIME	LOC551520	Golgin subfamily A member 2		31836.6	30715.9	19219.2
A0A7M7RAK5	A0A7M7RAK5_APIME	552637	Actin, clone 403-like	2.00536e+06	2.27195e+06	1.84224e+06	2.27191e+06
A0A7M7RAK7	A0A7M7RAK7_APIME	552166	AFG3-like protein 2	272244	177875	466730	473992
A0A7M7RAM0	A0A7M7RAM0_APIME	413346	Endoglucanase		23137.6	9016.23	
A0A7M7RAM3	A0A7M7RAM3_APIME	552143	Enoyl-CoA delta isomerase 3, peroxisomal			12638.9	26950.1
A0A7M7RAN0	A0A7M7RAN0_APIME	LOC552216	adenylate cyclase		14132.4	15968.8	8176.96
A0A7M7RAN4	A0A7M7RAN4_APIME	552159	Protein LZIC		11391.4	17014.3	4691.27
A0A7M7RAP1	A0A7M7RAP1_APIME	552261	EF-hand domain-containing protein D2 homolog		19935.4	25897.3	17259.4
A0A7M7RAP2	A0A7M7RAP2_APIME	551436	T-complex protein 1 subunit theta		143051	125495	139847
A0A7M7RAP6	A0A7M7RAP6_APIME	552191	Endoplasmic reticulum resident protein 44 isoform X1		76099.7	118528	127736
A0A7M7RAQ0	A0A7M7RAQ0_APIME	LOC552284	m7GpppX diphosphatase		53004.5	82179.1	66764.2
A0A7M7RAQ2	A0A7M7RAQ2_APIME	LOC551668	Regulatory-associated protein of mTOR isoform X1				37945.2
A0A7M7RAQ3	A0A7M7RAQ3_APIME	551472	Trafficking protein particle complex subunit 10 isoform X1		27243.8	25162	31366.5
A0A7M7RAQ8	A0A7M7RAQ8_APIME	552748	Histone acetyltransferase type B catalytic subunit		13965.8		6891.93
A0A7M7RAR1	A0A7M7RAR1_APIME	412495	Actin-interacting protein 1		193165	143543	185142
A0A7M7RAR2	A0A7M7RAR2_APIME	413490	Clavesin-2		12254.4	18791.5	
A0A7M7RAS0	A0A7M7RAS0_APIME	551721	Vacuolar proton pump subunit B	2.71529e+06	1.38832e+06	4.60129e+06	3.64299e+06
A0A7M7RAS2	A0A7M7RAS2_APIME	LOC413524	Exocyst complex component 1		15119.4	12265.3	22782.9
A0A7M7RAT1	A0A7M7RAT1_APIME	552802	COX assembly mitochondrial protein		18157.5	47423.9	18635.6
A0A7M7RAT2	A0A7M7RAT2_APIME	551523	Adenylate kinase	425907	522005	623567	287403
A0A7M7RAT5	A0A7M7RAT5_APIME	413567	L-xylulose reductase		229244	140995	164528
A0A7M7RAT6	A0A7M7RAT6_APIME	LOC552372	ER membrane protein complex subunit 8/9 homolog		38883.2	47020.9	98870.6
A0A7M7RAT9	A0A7M7RAT9_APIME	552313	O-acyltransferase			12564.4	
A0A7M7RAU5	A0A7M7RAU5_APIME	552410	V-type proton ATPase subunit		19158.2	179271	166886
A0A7M7RAV1	A0A7M7RAV1_APIME	LOC552328	Glycogen [starch] synthase		98416.2	50271.4	49161.4
A0A7M7RAV2	A0A7M7RAV2_APIME	LOC551585	BLOC-1-related complex subunit 8 homolog		4470.4	7383.27	4744.44
A0A7M7RAV9	A0A7M7RAV9_APIME	552848	MMS19 nucleotide excision repair protein		5563.8	9854.81	11745.2
A0A7M7RAW7	A0A7M7RAW7_APIME	551838	Rho GTPase-activating protein 1 isoform X1		8609.77		
A0A7M7RAW8	A0A7M7RAW8_APIME	552455	Transmembrane 9 superfamily member		14073.7	49910.4	145269
A0A7M7RAW9	A0A7M7RAW9_APIME	551596	Uncharacterized protein LOC551596		26815.6	41856.4	9017.33
A0A7M7RAX3	A0A7M7RAX3_APIME	LOC552401	Protein cueball		20727.4	51579.7	11399.8
A0A7M7RAY0	A0A7M7RAY0_APIME	LOC551672	Protein FAM114A2		9634.64	12416.6	1827.41
A0A7M7RAY8	A0A7M7RAY8_APIME	413794	Translin		31932	59042.2	47896.2
A0A7M7RB02	A0A7M7RB02_APIME	551727	SUZ RNA-binding domain-containing		5245.37	2497.59	
A0A7M7RB05	A0A7M7RB05_APIME	552534	Uncharacterized protein LOC552534		88819.4	155341	219445
A0A7M7RB08	A0A7M7RB08_APIME	551944	Prohibitin-2	1.10186e+06	634673	1.91368e+06	2.44942e+06
A0A7M7RB09	A0A7M7RB09_APIME	LOC552485	Glycylpeptide N-tetradecanoyltransferase		22449.3	18496	24717.6
A0A7M7RB16	A0A7M7RB16_APIME	552564	40S ribosomal protein S7		279791	170245	320952
A0A7M7RB19	A0A7M7RB19_APIME	LOC551966	Multifunctional protein ADE2		30733.8	74541.4	30999.8
A0A7M7RB20	A0A7M7RB20_APIME	552511	GTP:AMP phosphotransferase, mitochondrial		71364	90753.6	86676.2
A0A7M7RB27	A0A7M7RB27_APIME	552599	DNA-directed RNA polymerase II subunit RPB7		5766.85	11115.4	7057.38
A0A7M7RB29	A0A7M7RB29_APIME	LOC551987	RNA-binding protein Luc7-like 2 isoform X1		20561.9	37026.4	8756.77
A0A7M7RB30	A0A7M7RB30_APIME	552531	10 kDa heat shock protein, mitochondrial	4.3318e+06	3.82176e+06	5.77002e+06	3.96196e+06
A0A7M7RB38	A0A7M7RB38_APIME	552016	Mitochondrial 2-oxoglutarate/malate carrier protein	186033	99590.2	302898	524749
A0A7M7RB45	A0A7M7RB45_APIME	551840	YTH domain-containing family protein 1		24039.6	18582	16684.8
A0A7M7RB51	A0A7M7RB51_APIME	551861	ATP synthase F(0) complex subunit e, mitochondrial	793766	1.16901e+06	1.65652e+06	896650
A0A7M7RB52	A0A7M7RB52_APIME	552038	Synaptosomal-associated protein 29		47114.1	45884.2	25649.4
A0A7M7RB55	A0A7M7RB55_APIME	414038	sn-1-specific diacylglycerol lipase ABHD11		59887.5	102207	133452
A0A7M7RB56	A0A7M7RB56_APIME	552645	Mesencephalic astrocyte-derived neurotrophic factor homolog		150800	114279	289845
A0A7M7RB62	A0A7M7RB62_APIME	551893	Prefoldin subunit 3		77064.4	108851	43566.8
A0A7M7RB65	A0A7M7RB65_APIME	LOC552616	Iron-sulfur cluster assembly 1 homolog, mitochondrial				3422.72
A0A7M7RB67	A0A7M7RB67_APIME	408696	Uncharacterized protein LOC408696		17879		
A0A7M7RB73	A0A7M7RB73_APIME	552095	Poly [ADP-ribose] polymerase		18556.6	11338.5	
A0A7M7RB86	A0A7M7RB86_APIME	552123	DDRGK domain-containing protein 1		832989	472255	567703
A0A7M7RB90	A0A7M7RB90_APIME	552660	ubiquitinyl hydrolase 1		8864.4	16983.4	50299.7
A0A7M7RB96	A0A7M7RB96_APIME	551968	Aldose reductase	388508	341347	289542	1.1008e+06
A0A7M7RB97	A0A7M7RB97_APIME	552148	Thymidylate kinase		5485.27	7965.71	14935
A0A7M7RB98	A0A7M7RB98_APIME	550716	Clathrin heavy chain		139486	243788	240615
A0A7M7RBA3	A0A7M7RBA3_APIME	LOC412522	Pyruvate dehydrogenase E1 component subunit beta			506131	186858
A0A7M7RBA5	A0A7M7RBA5_APIME	PGAM2	Phosphoglycerate mutase	427053	842917	719858	331749
A0A7M7RBA8	A0A7M7RBA8_APIME	552170	Ubiquitin-like protein 7		8576.88	3418.21	2706.86
A0A7M7RBB3	A0A7M7RBB3_APIME	552717	Hydroxysteroid dehydrogenase-like protein 2		95193	177173	405550
A0A7M7RBB8	A0A7M7RBB8_APIME	552764	Eukaryotic translation initiation factor 2A		26692.7	39657.6	24058.7
A0A7M7RBC3	A0A7M7RBC3_APIME	LOC552734	Poly(U)-specific endoribonuclease homolog		130696	27834.6	
A0A7M7RBC9	A0A7M7RBC9_APIME	552042	Rab-like protein 3			10834.2	
A0A7M7RBD1	A0A7M7RBD1_APIME	LOC552227	Translocon-associated protein subunit delta		93140.6	140041	170506
A0A7M7RBD6	A0A7M7RBD6_APIME	LOC552755	GDP-L-fucose synthase		166643	182737	162733
A0A7M7RBD8	A0A7M7RBD8_APIME	552076	Transcription elongation factor SPT4			10501.6	10490.5
A0A7M7RBE0	A0A7M7RBE0_APIME	409804	Serine/threonine-protein phosphatase		28011	43693.6	28353.9
A0A7M7RBE8	A0A7M7RBE8_APIME	LOC552098	Syntaxin-8				17363
A0A7M7RBF3	A0A7M7RBF3_APIME	411003	Spermatogenesis-associated protein 5 isoform X1		18623.4	16509.1	18223.5
A0A7M7RBF4	A0A7M7RBF4_APIME	LOC552125	Ubiquinone biosynthesis protein	203224	179697	365780	98240.6
A0A7M7RBF6	A0A7M7RBF6_APIME	409552	40S ribosomal protein S10		229821	362989	250183
A0A7M7RBG6	A0A7M7RBG6_APIME	LOC550921	Ubiquitin-like protein		7137.14	30602.5	22140.8
A0A7M7RBH4	A0A7M7RBH4_APIME	551993	Uncharacterized protein LOC551993		50035.3	21602.9	
A0A7M7RBH7	A0A7M7RBH7_APIME	552178	Nicastrin		44225.5	42217	88342
